Tweet,Tokenized_Tweets,Corrected_Words,Positive_Values,Negative_Values,Neutral_Values,Overall_Text_Sentiment,emoji_sentiments,sentiment_class
Eurasia Group If you are choosing to invest in the Philippines and some other countries in the region corruption is a risk you gonna have to deal with in either those markets hashtagTheFilipinoVotes Philippines,"['eurasia', 'group', 'if', 'you', 'are', 'choosing', 'to', 'invest', 'in', 'the', 'philippines', 'and', 'some', 'other', 'countries', 'in', 'the', 'region', 'corruption', 'is', 'a', 'risk', 'you', 'gon', 'na', 'have', 'to', 'deal', 'with', 'in', 'either', 'those', 'markets', 'hashtagthefilipinovotes', 'philippines']","eurasia, group, choosing, invest, philippine, country, region, corruption, risk, gon, deal, market, hashtagthefilipinovotes, philippine",0.019753086419753086,0.015432098765432098,0.4444444444444444,Positive,0.652,Positive
Eurasia Group I think transforming the Philippines infrastructure will do more than tweaking any law in terms of bolstering foreign investment hashtagTheFilipinoVotes Philippines,"['eurasia', 'group', 'i', 'think', 'transforming', 'the', 'philippines', 'infrastructure', 'will', 'do', 'more', 'than', 'tweaking', 'any', 'law', 'in', 'terms', 'of', 'bolstering', 'foreign', 'investment', 'hashtagthefilipinovotes', 'philippines']","eurasia, group, transforming, philippine, infrastructure, tweaking, law, term, bolstering, foreign, investment, hashtagthefilipinovotes, philippine",0.011095238095238094,0.0125,0.48,Negative,0.678,Positive
UPDATE Voters were allowed to get in at 615pm But by that time the crowd was already this thick hashtagTheFilipinoVotes Philippines,"['update', 'voters', 'were', 'allowed', 'to', 'get', 'in', 'at', '615pm', 'but', 'by', 'that', 'time', 'the', 'crowd', 'was', 'already', 'this', 'thick', 'hashtagthefilipinovotes', 'philippines']","update, voter, allowed, pm, time, crowd, thick, hashtagthefilipinovotes, philippine",0.013027903469079938,0.00608974358974359,0.47058823529411764,Positive,0.672,Positive
Robreros daughters Aika and Tricia waiting for their turn to vote at Tabuco Central School in Naga City Jillian has already voted as OAV hashtagTheFilipinoVotes Philippines camera_with_flash VP Leni Media Bureau,"['robreros', 'daughters', 'aika', 'and', 'tricia', 'waiting', 'for', 'their', 'turn', 'to', 'vote', 'at', 'tabuco', 'central', 'school', 'in', 'naga', 'city', 'jillian', 'has', 'already', 'voted', 'as', 'oav', 'hashtagthefilipinovotes', 'philippines', 'camera_with_flash', 'vice_president', 'leni', 'media', 'bureau']","robreros, daughter, aika, tricia, waiting, turn, vote, tabuco, central, school, naga, city, jillian, voted, oav, hashtagthefilipinovotes, philippine, camera_with_flash, vice_president, leni, medium, bureau",0.00375710071242507,0.0029054075259705614,0.3023255813953488,Positive,0.652,Positive
Eurasia Group What foreign investors will be looking for are signs that the next administration whether its under Bongbong Marcos or Vice President Leni Robredo will continue to push ahead with economic reforms hashtagTheFilipinoVotes Philippines,"['eurasia', 'group', 'what', 'foreign', 'investors', 'will', 'be', 'looking', 'for', 'are', 'signs', 'that', 'the', 'next', 'administration', 'whether', 'its', 'under', 'bongbong', 'marcos', 'or', 'vice', 'president', 'leni', 'robredo', 'will', 'continue', 'to', 'push', 'ahead', 'with', 'economic', 'reforms', 'hashtagthefilipinovotes', 'philippines']","eurasia, group, foreign, investor, sign, administration, bongbong, marcos, vice, president, leni, robredo, continue, push, ahead, economic, reform, hashtagthefilipinovotes, philippine",0.02466216216216216,0.016403903903903904,0.3783783783783784,Positive,0.652,Positive
BREAKING Presidential candidate Sen Ping Lacson casts his vote at the Bayang Luma 1 Elementary School in Imus Cavite hashtagTheFilipinoVotes Philippines Live updates,"['breaking', 'presidential', 'candidate', 'senator', 'ping', 'lacson', 'casts', 'his', 'vote', 'at', 'the', 'bayang', 'luma', '1', 'elementary', 'school', 'in', 'imus', 'cavite', 'hashtagthefilipinovotes', 'philippines', 'live', 'updates']","breaking, presidential, candidate, senator, ping, lacson, cast, vote, bayang, luma, elementary, school, imu, cavite, hashtagthefilipinovotes, philippine, live, update",0.010128446115288221,0.010416666666666666,0.37142857142857144,Negative,0.652,Positive
BREAKING Presidential candidate and Senator Ping Lacson casts his vote at the Bayang Luma 1 Elementary School in Imus Cavite hashtagTheFilipinoVotes Philippines Live updates,"['breaking', 'presidential', 'candidate', 'and', 'senator', 'ping', 'lacson', 'casts', 'his', 'vote', 'at', 'the', 'bayang', 'luma', '1', 'elementary', 'school', 'in', 'imus', 'cavite', 'hashtagthefilipinovotes', 'philippines', 'live', 'updates']","breaking, presidential, candidate, senator, ping, lacson, cast, vote, bayang, luma, elementary, school, imu, cavite, hashtagthefilipinovotes, philippine, live, update",0.010128446115288221,0.010416666666666666,0.37142857142857144,Negative,0.652,Positive
Replying to Presidential candidate Sen Ping Lacson arrives at Bayan Luma Elementary School in Imus Cavite to cast his vote hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'presidential', 'candidate', 'senator', 'ping', 'lacson', 'arrives', 'at', 'bayan', 'luma', 'elementary', 'school', 'in', 'imus', 'cavite', 'to', 'cast', 'his', 'vote', 'hashtagthefilipinovotes', 'philippines']","replying, presidential, candidate, senator, ping, lacson, arrives, bayan, luma, elementary, school, imu, cavite, cast, vote, hashtagthefilipinovotes, philippine",0.005871212121212122,0.01736111111111111,0.3560606060606061,Negative,0.659,Positive
ELECTION UPDATE Presidential candidate Sen Ping Lacson arrives at Bayan Luma Elementary School in Imus Cavite to cast his vote hashtagTheFilipinoVotes Philippines Live updates,"['election', 'update', 'presidential', 'candidate', 'senator', 'ping', 'lacson', 'arrives', 'at', 'bayan', 'luma', 'elementary', 'school', 'in', 'imus', 'cavite', 'to', 'cast', 'his', 'vote', 'hashtagthefilipinovotes', 'philippines', 'live', 'updates']","election, update, presidential, candidate, senator, ping, lacson, arrives, bayan, luma, elementary, school, imu, cavite, cast, vote, hashtagthefilipinovotes, philippine, live, update",0.013149460188933872,0.008279914529914528,0.38461538461538464,Positive,0.652,Positive
Replying to and A peek into the polling place the classroom where Bongbong Marcos and former first lady Imelda Marcos are expected to cast their votes any minute now hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'a', 'peek', 'into', 'the', 'polling', 'place', 'the', 'classroom', 'where', 'bongbong', 'marcos', 'and', 'former', 'first', 'lady', 'imelda', 'marcos', 'are', 'expected', 'to', 'cast', 'their', 'votes', 'any', 'minute', 'now', 'hashtagthefilipinovotes', 'philippines']","replying, peek, polling, place, classroom, bongbong, marcos, lady, imelda, marcos, expected, cast, vote, minute, hashtagthefilipinovotes, philippine",0.00931859639016897,0.014951756912442396,0.3467741935483871,Negative,0.645,Positive
Replying to and Among the early voters here in Cebu City are senior citizens persons with disability and firsttime voters A number of firsttime voters tell us theyre willing to bear the long queue just to be able to vote for their future hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'among', 'the', 'early', 'voters', 'here', 'in', 'cebu', 'city', 'are', 'senior', 'citizens', 'persons', 'with', 'disability', 'and', 'firsttime', 'voters', 'a', 'number', 'of', 'firsttime', 'voters', 'tell', 'us', 'theyre', 'willing', 'to', 'bear', 'the', 'long', 'queue', 'just', 'to', 'be', 'able', 'to', 'vote', 'for', 'their', 'future', 'hashtagthefilipinovotes', 'philippines']","replying, early, voter, cebu, city, senior, citizen, person, disability, firsttime, voter, number, firsttime, voter, bear, long, queue, vote, future, hashtagthefilipinovotes, philippine",0.01221234428730842,0.031459514700189026,0.4146341463414634,Negative,0.659,Positive
Replying to and Voters have started lining up at Kiamba Central Elementary School in Sarangani as voting starts hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'voters', 'have', 'started', 'lining', 'up', 'at', 'kiamba', 'central', 'elementary', 'school', 'in', 'sarangani', 'as', 'voting', 'starts', 'hashtagthefilipinovotes', 'philippines']","replying, voter, started, lining, kiamba, central, elementary, school, sarangani, voting, start, hashtagthefilipinovotes, philippine",0.008978354978354978,0.020374458874458875,0.39,Negative,-0.368,Negative
Replying to and School grounds are cordoned off from nonvoters Foreign and local journalists are boxed out Security extends within a 3040 meter perimeter local police told us hashtagTheFilipinoVotes Philippines Live blog,"['replying', 'to', 'and', 'school', 'grounds', 'are', 'cordoned', 'off', 'from', 'nonvoters', 'foreign', 'and', 'local', 'journalists', 'are', 'boxed', 'out', 'security', 'extends', 'within', 'a', '3040', 'meter', 'perimeter', 'local', 'police', 'told', 'us', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","replying, school, ground, cordoned, nonvoters, foreign, local, journalist, boxed, security, extends, meter, perimeter, local, police, told, hashtagthefilipinovotes, philippine, live, blog",0.012555045072459933,0.01835983324953913,0.42948717948717946,Negative,0.659,Positive
Replying to and Senior citizens waiting in line to cast their votes Mahirap lang para sa amin kasi nasa pinakataas pa ang presinto namin an elderly voter tells hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'senior', 'citizens', 'waiting', 'in', 'line', 'to', 'cast', 'their', 'votes', 'mahirap', 'lang', 'para', 'sa', 'amin', 'kasi', 'nasa', 'pinakataas', 'pa', 'ang', 'presinto', 'namin', 'an', 'elderly', 'voter', 'tells', 'hashtagthefilipinovotes', 'philippines']","replying, senior, citizen, waiting, cast, vote, mahirap, pinakataas, presinto, elderly, voter, tell, hashtagthefilipinovotes, philippine",0.02204218106995885,0.01561213991769547,0.3611111111111111,Positive,0.553,Positive
Voters start to trickle in at the Mariano Marcos Memorial Elementary School as voting precincts open at 6am Almost 6500 Ilocanos are expected to cast their ballots here including presidential bet Bongbong Marcos and his mother Imelda hashtagTheFilipinoVotes Philippines,"['voters', 'start', 'to', 'trickle', 'in', 'at', 'the', 'mariano', 'marcos', 'memorial', 'elementary', 'school', 'as', 'voting', 'precincts', 'open', 'at', '6am', 'almost', '6500', 'ilocanos', 'are', 'expected', 'to', 'cast', 'their', 'ballots', 'here', 'including', 'presidential', 'bet', 'bongbong', 'marcos', 'and', 'his', 'mother', 'imelda', 'hashtagthefilipinovotes', 'philippines']","voter, start, trickle, mariano, marcos, memorial, elementary, school, voting, precinct, open, am, ilocanos, expected, cast, ballot, including, presidential, bet, bongbong, marcos, mother, imelda, hashtagthefilipinovotes, philippine",0.019883372721382925,0.012588301013045911,0.3596938775510204,Positive,0.659,Positive
Replying to and Voters continue to trickle in here at the Santa Cruz Central Elementary School Each room is allowed a maximum of 10 voters at a time hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'voters', 'continue', 'to', 'trickle', 'in', 'here', 'at', 'the', 'santa', 'cruz', 'central', 'elementary', 'school', 'each', 'room', 'is', 'allowed', 'a', 'maximum', 'of', '10', 'voters', 'at', 'a', 'time', 'hashtagthefilipinovotes', 'philippines']","replying, voter, continue, trickle, santa, cruz, central, elementary, school, room, allowed, maximum, voter, time, hashtagthefilipinovotes, philippine",0.024865591397849465,0.020698924731182795,0.43548387096774194,Positive,0.713,Positive
Replying to and Voters in Quezon City now checking their precinct assignments hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'voters', 'in', 'quezon', 'city', 'now', 'checking', 'their', 'precinct', 'assignments', 'hashtagthefilipinovotes', 'philippines']","replying, voter, quezon, city, checking, precinct, assignment, hashtagthefilipinovotes, philippine",0.024117647058823532,0.015882352941176472,0.375,Positive,0.652,Positive
Replying to and Volunteers from the here in Davao City man the voter assistance desk offering a digital option to identify polling precinct assignments Policemen also help out voters especially the elderly on the directions to the polling centers hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'volunteers', 'from', 'the', 'here', 'in', 'davao', 'city', 'man', 'the', 'voter', 'assistance', 'desk', 'offering', 'a', 'digital', 'option', 'to', 'identify', 'polling', 'precinct', 'assignments', 'policemen', 'also', 'help', 'out', 'voters', 'especially', 'the', 'elderly', 'on', 'the', 'directions', 'to', 'the', 'polling', 'centers', 'hashtagthefilipinovotes', 'philippines']","replying, volunteer, davao, city, man, voter, assistance, desk, offering, digital, option, identify, polling, precinct, assignment, policeman, voter, elderly, direction, polling, center, hashtagthefilipinovotes, philippine",0.023616675705337258,0.014130434782608697,0.4527777777777778,Positive,0.583,Positive
LOOK BBMSara UniTeam booth near Pedro P Cruz Elementary School in Mandaluyong City on voting day hashtagTheFilipinoVotes Philippines Live blog,"['look', 'bbmsara', 'uniteam', 'booth', 'near', 'pedro', 'president', 'cruz', 'elementary', 'school', 'in', 'mandaluyong', 'city', 'on', 'voting', 'day', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","bbmsara, uniteam, booth, pedro, president, cruz, elementary, school, mandaluyong, city, voting, day, hashtagthefilipinovotes, philippine, live, blog",0.013451471420486699,0.005779569892473118,0.3225806451612903,Positive,0.659,Positive
Replying to Comelec As of 5am 9995 ang readiness ng ating vote counting machines Meron lang pong dalawa na wala pong test ballots pero right now alam namin na nagfafunction na sila hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'commission_on_elections', 'as', 'of', '5am', '9995', 'ang', 'readiness', 'ng', 'ating', 'vote', 'counting', 'machines', 'meron', 'lang', 'pong', 'dalawa', 'na', 'wala', 'pong', 'test', 'ballots', 'pero', 'right', 'now', 'alam', 'namin', 'na', 'nagfafunction', 'na', 'sila', 'hashtagthefilipinovotes', 'philippines']","replying, commission_on_elections, am, readiness, vote, counting, machine, meron, pong, pong, test, ballot, alam, nagfafunction, hashtagthefilipinovotes, philippine",0.010629911083540116,0.06094525434243176,0.29838709677419356,Negative,0.418,Positive
Replying to and WATCH Voters at the Pasig Elementary School complain as the polling place remains closed Guards here announce they are still waiting for a go signal since some poll watchers have yet to arrive hashtagTheFilipinoVotes Philippines Live blog,"['replying', 'to', 'and', 'watch', 'voters', 'at', 'the', 'pasig', 'elementary', 'school', 'complain', 'as', 'the', 'polling', 'place', 'remains', 'closed', 'guards', 'here', 'announce', 'they', 'are', 'still', 'waiting', 'for', 'a', 'go', 'signal', 'since', 'some', 'poll', 'watchers', 'have', 'yet', 'to', 'arrive', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","replying, watch, voter, pasig, elementary, school, complain, polling, place, remains, closed, guard, waiting, signal, poll, watcher, arrive, hashtagthefilipinovotes, philippine, live, blog",0.016800954514569724,0.028645810067303965,0.4573170731707317,Negative,0.659,Positive
Replying to Comelec assures that all precincts nationwide are manned by trained election watchers hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'commission_on_elections', 'assures', 'that', 'all', 'precincts', 'nationwide', 'are', 'manned', 'by', 'trained', 'election', 'watchers', 'hashtagthefilipinovotes', 'philippines']","replying, commission_on_elections, assures, precinct, nationwide, manned, trained, election, watcher, hashtagthefilipinovotes, philippine",0.03918650793650794,0.012400793650793652,0.39880952380952384,Positive,0.659,Positive
Replying to and Voters trickling in as polls open at 6am here in Davao City After going through temperature check voters check their names and polling precinct assignments on the lists posted in one of the school buildings hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'voters', 'trickling', 'in', 'as', 'polls', 'open', 'at', '6am', 'here', 'in', 'davao', 'city', 'after', 'going', 'through', 'temperature', 'check', 'voters', 'check', 'their', 'names', 'and', 'polling', 'precinct', 'assignments', 'on', 'the', 'lists', 'posted', 'in', 'one', 'of', 'the', 'school', 'buildings', 'hashtagthefilipinovotes', 'philippines']","replying, voter, trickling, poll, open, am, davao, city, temperature, check, voter, check, name, polling, precinct, assignment, list, posted, school, building, hashtagthefilipinovotes, philippine",0.01471189480484156,0.016462161571938194,0.45058139534883723,Negative,0.418,Positive
Replying to and Comelec assures public Sisiguraduhin po naming lahat na ang boto ninyo ang boto namin po ay mabibilang ng tama at wasto hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'commission_on_elections', 'assures', 'public', 'sisiguraduhin', 'po', 'naming', 'lahat', 'na', 'ang', 'boto', 'ninyo', 'ang', 'boto', 'namin', 'po', 'ay', 'mabibilang', 'ng', 'tama', 'at', 'wasto', 'hashtagthefilipinovotes', 'philippines']","replying, commission_on_elections, assures, public, sisiguraduhin, naming, boto, ninyo, boto, mabibilang, tama, wasto, hashtagthefilipinovotes, philippine",0.009259259259259259,0.010416666666666666,0.17592592592592593,Negative,0.713,Positive
Replying to and Precincts open at Carangcang Elementary School with only 10 voters allowed at a time inside the classroom hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'precincts', 'open', 'at', 'carangcang', 'elementary', 'school', 'with', 'only', '10', 'voters', 'allowed', 'at', 'a', 'time', 'inside', 'the', 'classroom', 'hashtagthefilipinovotes', 'philippines']","replying, precinct, open, carangcang, elementary, school, voter, allowed, time, inside, classroom, hashtagthefilipinovotes, philippine",0.029972222222222223,0.024777777777777774,0.415,Positive,0.713,Positive
Replying to and Among the firsts to arrive here is this senior citizen She was given due courtesy and was the first to cast her vote in this precinct hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'among', 'the', 'firsts', 'to', 'arrive', 'here', 'is', 'this', 'senior', 'citizen', 'she', 'was', 'given', 'due', 'courtesy', 'and', 'was', 'the', 'first', 'to', 'cast', 'her', 'vote', 'in', 'this', 'precinct', 'hashtagthefilipinovotes', 'philippines']","replying, first, arrive, senior, citizen, courtesy, cast, vote, precinct, hashtagthefilipinovotes, philippine",0.06401289682539682,0.012797619047619047,0.44047619047619047,Positive,0.659,Positive
Replying to Comelec acting spokesperson John Rex Laudiangco on the Marcos disqualification case Holiday niya natanggap yung decision All the commissioners and chairmen had been in depth in the analysis of the case Thats why they decided to promulgate it tomorrow hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'commission_on_elections', 'acting', 'spokesperson', 'john', 'rex', 'laudiangco', 'on', 'the', 'marcos', 'disqualification', 'case', 'holiday', 'niya', 'natanggap', 'yung', 'decision', 'all', 'the', 'commissioners', 'and', 'chairmen', 'had', 'been', 'in', 'depth', 'in', 'the', 'analysis', 'of', 'the', 'case', 'thats', 'why', 'they', 'decided', 'to', 'promulgate', 'it', 'tomorrow', 'hashtagthefilipinovotes', 'philippines']","replying, commission_on_elections, acting, spokesperson, john, rex, laudiangco, marcos, disqualification, case, holiday, natanggap, decision, commissioner, chairman, depth, analysis, case, decided, promulgate, tomorrow, hashtagthefilipinovotes, philippine",0.009457070707070707,0.011868686868686869,0.39444444444444443,Negative,0.791,Positive
Replying to and WATCH Voters now allowed to enter Commonwealth Elementary School This is one of the biggest voting centers in the voterich city hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'watch', 'voters', 'now', 'allowed', 'to', 'enter', 'commonwealth', 'elementary', 'school', 'this', 'is', 'one', 'of', 'the', 'biggest', 'voting', 'centers', 'in', 'the', 'voterich', 'city', 'hashtagthefilipinovotes', 'philippines']","replying, watch, voter, allowed, enter, commonwealth, elementary, school, biggest, voting, center, voterich, city, hashtagthefilipinovotes, philippine",0.018797812632145465,0.022169684388574945,0.4396551724137931,Negative,0.659,Positive
Replying to and WATCH The Board of Election Inspectors at Bayan Luma I Elementary School in Imus City unboxing the vote counting machine while poll watchers are observing it hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'watch', 'the', 'board', 'of', 'election', 'inspectors', 'at', 'bayan', 'luma', 'i', 'elementary', 'school', 'in', 'imus', 'city', 'unboxing', 'the', 'vote', 'counting', 'machine', 'while', 'poll', 'watchers', 'are', 'observing', 'it', 'hashtagthefilipinovotes', 'philippines']","replying, watch, board, election, inspector, bayan, luma, elementary, school, imu, city, unboxing, vote, counting, machine, poll, watcher, observing, hashtagthefilipinovotes, philippine",0.022057856673241286,0.012283585360508439,0.42948717948717946,Positive,0.659,Positive
Replying to and WATCH 2 minutes before voting starts senior citizen voters are being allowed entry at the Magat Salamat Elem School in Manila Over 31000 voters are expected to show up here today hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'watch', '2', 'minutes', 'before', 'voting', 'starts', 'senior', 'citizen', 'voters', 'are', 'being', 'allowed', 'entry', 'at', 'the', 'magat', 'salamat', 'elem', 'school', 'in', 'manila', 'over', '31000', 'voters', 'are', 'expected', 'to', 'show', 'up', 'here', 'today', 'hashtagthefilipinovotes', 'philippines']","replying, watch, minute, voting, start, senior, citizen, voter, allowed, entry, magat, salamat, elem, school, manila, voter, expected, today, hashtagthefilipinovotes, philippine",0.01565427094273248,0.011437440764363843,0.40384615384615385,Positive,0.418,Positive
Heres the classroom at Kiamba Central Elementary School in Sarangani where Sen will vote today Ballots ballot boxes indelible ink bottles have been laid out for use when voters arrive hashtagTheFilipinoVotes Philippines Live blog,"['heres', 'the', 'classroom', 'at', 'kiamba', 'central', 'elementary', 'school', 'in', 'sarangani', 'where', 'senator', 'will', 'vote', 'today', 'ballots', 'ballot', 'boxes', 'indelible', 'ink', 'bottles', 'have', 'been', 'laid', 'out', 'for', 'use', 'when', 'voters', 'arrive', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","classroom, kiamba, central, elementary, school, sarangani, senator, vote, today, ballot, ballot, box, indelible, ink, bottle, laid, voter, arrive, hashtagthefilipinovotes, philippine, live, blog",0.015340088817750995,0.010688729874776386,0.4331395348837209,Positive,0.633,Positive
