Tweet,Tokenized_Tweets,Corrected_Words,Positive_Values,Negative_Values,Neutral_Values,Overall_Text_Sentiment,emoji_sentiments,sentiment_class
Praying also for everyones safety especially mga kasama kong magcocover bukas Ingat po sa lahat ng bahagi ng media,"['praying', 'also', 'for', 'everyones', 'safety', 'especially', 'mga', 'kasama', 'kong', 'magcocover', 'bukas', 'ingat', 'po', 'sa', 'lahat', 'ng', 'bahagi', 'ng', 'media']","praying, everyones, safety, kasama, magcocover, bukas, ingat, bahagi, medium",0.002356711915535445,0.0011312217194570137,0.17647058823529413,Positive,0.75,Positive
please consider these people to be included in your ballots hashtagHalalan2022 hashtagKulayRosasAngBukas hashtagLeniKiko,"['please', 'consider', 'these', 'people', 'to', 'be', 'included', 'in', 'your', 'ballots', 'hashtaghalalan2022', 'hashtagkulayrosasangbukas', 'hashtaglenikiko']","people, included, ballot, hashtagkulayrosasangbukas, hashtaglenikiko",0.004629629629629629,0.0,0.3333333333333333,Positive,0.659,Positive
Stuck in Calamba for almost 3 hrs now loudly_crying_face but I am with you kapwa ko Pilipino cherry_blossom hashtagMakatiIsPink hashtagLeniKikoAllTheWay2022 hashtagIpana7oNa10ParaSaLahat hashtagHalalan2022,"['stuck', 'in', 'calamba', 'for', 'almost', '3', 'hours', 'now', 'loudly_crying_face', 'but', 'i', 'am', 'with', 'you', 'kapwa', 'ko', 'pilipino', 'cherry_blossom', 'hashtagmakatiispink', 'hashtaglenikikoalltheway2022', 'hashtagipana7ona10parasalahat', 'hashtaghalalan2022']","stuck, calamba, hour, loudly_crying_face, pilipino, cherry_blossom, hashtagmakatiispink, hashtaglenikikoalltheway, hashtagipanaonaparasalahat",0.001633986928104575,0.004084967320261438,0.11764705882352941,Negative,0.221,Positive
Last day of campaigning FOR OUR COUNTRYS HOPE AND FUTURE Ending this years peoples rally being a part of the 780000 Filipinos from Makati 12 hashtagIpana7oNa10ParaSaLahat hashtagMakatiIsPink hashtagMitingDeAvanceLeniKiko hashtagHalalan2022 hashtagLeniKiko2022,"['last', 'day', 'of', 'campaigning', 'for', 'our', 'countrys', 'hope', 'and', 'future', 'ending', 'this', 'years', 'peoples', 'rally', 'being', 'a', 'part', 'of', 'the', '780000', 'filipinos', 'from', 'makati', '12', 'hashtagipana7ona10parasalahat', 'hashtagmakatiispink', 'hashtagmitingdeavancelenikiko', 'hashtaghalalan2022', 'hashtaglenikiko2022']","day, campaigning, country, hope, future, year, people, rally, filipino, makati, hashtagipanaonaparasalahat, hashtagmakatiispink, hashtagmitingdeavancelenikiko, hashtaglenikiko",0.01269106407995297,0.00873015873015873,0.3333333333333333,Positive,0.221,Positive
30 mins before 12 mn Lets Vote for our Country Lets Vote for what is right cherry_blossom hashtagMakatiIsPink hashtagPilipinasIsPink hashtagHalalan2022 hashtagLeniKikoMitingDeAvance hashtagLeniLiwanagSaDilim hashtagLeniKiko2022AllTheWay hashtagLeniKiko2022 hashtagHelloPagkainGoodbyeGutom hashtagGobyernongTapatAngatBuhayLahat,"['30', 'mins', 'before', '12', 'mn', 'lets', 'vote', 'for', 'our', 'country', 'lets', 'vote', 'for', 'what', 'is', 'right', 'cherry_blossom', 'hashtagmakatiispink', 'hashtagpilipinasispink', 'hashtaghalalan2022', 'hashtaglenikikomitingdeavance', 'hashtagleniliwanagsadilim', 'hashtaglenikiko2022alltheway', 'hashtaglenikiko2022', 'hashtaghellopagkaingoodbyegutom', 'hashtaggobyernongtapatangatbuhaylahat']","min, vote, country, vote, cherry_blossom, hashtagmakatiispink, hashtagpilipinasispink, hashtaglenikikomitingdeavance, hashtagleniliwanagsadilim, hashtaglenikikoalltheway, hashtaglenikiko, hashtaghellopagkaingoodbyegutom, hashtaggobyernongtapatangatbuhaylahat",0.002,0.0,0.16,Positive,0.221,Positive
LOOK As it starts to get dark in Iloilo City Ilonggo Kakampinks light their torches for the Kasanag Walk for LeniKiko hashtagHalalan2022 hashtagPHVote hashtagWeDecide,"['look', 'as', 'it', 'starts', 'to', 'get', 'dark', 'in', 'iloilo', 'city', 'ilonggo', 'kakampinks', 'light', 'their', 'torches', 'for', 'the', 'kasanag', 'walk', 'for', 'lenikiko', 'hashtaghalalan2022', 'hashtagphvote', 'hashtagwedecide']","start, dark, iloilo, city, ilonggo, kakampinks, light, torch, kasanag, walk, lenikiko, hashtagphvote, hashtagwedecide",0.008748897769939697,0.017604448742746616,0.24,Negative,0.732,Positive
LOOK 23 of 16 million voters abroad have cast their ballots as of May 5 STORY hashtagFlyingKetchup hashtagHalalan2022,"['look', '23', 'of', '16', 'million', 'voters', 'abroad', 'have', 'cast', 'their', 'ballots', 'as', 'of', 'may', '5', 'story', 'hashtagflyingketchup', 'hashtaghalalan2022']","voter, abroad, cast, ballot, story, hashtagflyingketchup",0.0043560606060606055,0.007386363636363636,0.45454545454545453,Negative,0.221,Positive
WATCH Hundreds of Ilonggo Kakampinks swarm the Iloilo City bike lanes for the Kasanag Walk for LeniKiko on the last day of the campaign period today May 7 2022 hashtagHalalan2022 hashtagPHVote hashtagWeDecide,"['watch', 'hundreds', 'of', 'ilonggo', 'kakampinks', 'swarm', 'the', 'iloilo', 'city', 'bike', 'lanes', 'for', 'the', 'kasanag', 'walk', 'for', 'lenikiko', 'on', 'the', 'last', 'day', 'of', 'the', 'campaign', 'period', 'today', 'may', '7', '2022', 'hashtaghalalan2022', 'hashtagphvote', 'hashtagwedecide']","watch, hundred, ilonggo, kakampinks, swarm, iloilo, city, bike, lane, kasanag, walk, lenikiko, day, campaign, period, today, hashtagphvote, hashtagwedecide",0.007470796010711977,0.0007849293563579277,0.3142857142857143,Positive,0.556,Positive
Lets not miss this election and choose the right leader The whole world is watching Ipapanalo Na10 to tulip cherry_blossom hashtagHalalan2022 hashtagIpanaloNa10ParaSaLahat hashtagLeniKikoAllTheWay hashtagLeniKiko2022,"['lets', 'not', 'miss', 'this', 'election', 'and', 'choose', 'the', 'right', 'leader', 'the', 'whole', 'world', 'is', 'watching', 'ipapanalo', 'na10', 'to', 'tulip', 'cherry_blossom', 'hashtaghalalan2022', 'hashtagipanalona10parasalahat', 'hashtaglenikikoalltheway', 'hashtaglenikiko2022']","election, choose, leader, watching, ipapanalo, na, tulip, cherry_blossom, hashtagipanalonaparasalahat, hashtaglenikikoalltheway, hashtaglenikiko",0.014136904761904762,0.000744047619047619,0.2857142857142857,Positive,0.732,Positive
There is a lot to hope for in this campaign there is a lot to fight for as well tumindig tayo cherry_blossom sheaf_of_rice hashtagartph hashtaghalalan2022 hashtagPaperPirate hashtagdapatsileni hashtagnanaybating hashtagangatbuhaylahat hashtaglenikiko2022 hashtaglenirobredo hashtaglenikiko2022 hashtagipanalona10to hashtagletlenilead hashtagletlenilead2022 hashtagdapatsileni,"['there', 'is', 'a', 'lot', 'to', 'hope', 'for', 'in', 'this', 'campaign', 'there', 'is', 'a', 'lot', 'to', 'fight', 'for', 'as', 'well', 'tumindig', 'tayo', 'cherry_blossom', 'sheaf_of_rice', 'hashtagartph', 'hashtaghalalan2022', 'hashtagpaperpirate', 'hashtagdapatsileni', 'hashtagnanaybating', 'hashtagangatbuhaylahat', 'hashtaglenikiko2022', 'hashtaglenirobredo', 'hashtaglenikiko2022', 'hashtagipanalona10to', 'hashtagletlenilead', 'hashtagletlenilead2022', 'hashtagdapatsileni']","lot, hope, campaign, lot, fight, tumindig, cherry_blossom, sheaf_of_rice, hashtagartph, hashtagpaperpirate, hashtagdapatsileni, hashtagnanaybating, hashtagangatbuhaylahat, hashtaglenikiko, hashtaglenirobredo, hashtaglenikiko, hashtagipanalonato, hashtagletlenilead, hashtagletlenilead, hashtagdapatsileni",0.005698005698005697,0.007122507122507123,0.1282051282051282,Negative,0.713,Positive
Kaya pa ba ng ating Energy high_voltage For our environment health and economy we need to shift to cleaner energy sources sooner rather than later Is this clear to our hashtagHalalan2022 presidential candidates,"['kaya', 'pa', 'ba', 'ng', 'ating', 'energy', 'high_voltage', 'for', 'our', 'environment', 'health', 'and', 'economy', 'we', 'need', 'to', 'shift', 'to', 'cleaner', 'energy', 'sources', 'sooner', 'rather', 'than', 'later', 'is', 'this', 'clear', 'to', 'our', 'hashtaghalalan2022', 'presidential', 'candidates']","energy, high_voltage, environment, health, economy, shift, cleaner, energy, source, sooner, clear, presidential, candidate",0.052857660455486545,0.01712525879917184,0.48,Positive,-0.093,Neutral
The power is our people hashtagletlenilead hashtaghalalan2022,"['the', 'power', 'is', 'our', 'people', 'hashtagletlenilead', 'hashtaghalalan2022']","power, people, hashtagletlenilead",0.017499999999999998,0.0125,0.4,Positive,0.553,Positive
LOOK Willie Revillame performs in UniTeam miting de avance hashtagHalalan2022,"['look', 'willie', 'revillame', 'performs', 'in', 'uniteam', 'miting', 'de', 'avance', 'hashtaghalalan2022']","willie, revillame, performs, uniteam, miting, avance",0.0,0.0,0.09090909090909091,Neutral,-0.093,Neutral
Philippines Publicus Asia poll Presidential Election Marcos PFP Centreright 57 3 Robredo Ind Liberal 23 1 Domagoso AD Centreleft 9 1 vs 30 Mar 6 Apr 2022 Fieldwork 25 May 2022 Sample size 1500 hashtagHalalan2022,"['philippines', 'publicus', 'asia', 'poll', 'presidential', 'election', 'marcos', 'partido_federal_ng_pilipinas', 'centreright', '57', '3', 'robredo', 'independent', 'liberal', '23', '1', 'domagoso', 'advertisement', 'centreleft', '9', '1', 'vs', '30', 'mar', '6', 'apr', '2022', 'fieldwork', '25', 'may', '2022', 'sample', 'size', '1500', 'hashtaghalalan2022']","philippine, publicus, asia, poll, presidential, election, marcos, partido_federal_ng_pilipinas, centreright, robredo, independent, liberal, domagoso, advertisement, centreleft, mar, apr, fieldwork, sample, size",0.012159137159137159,0.016865079365079368,0.3333333333333333,Negative,0.221,Positive
ELECTION SILENCE WILL BE EFFECTIVE IN 20 MINUTES YALL Philippines hashtagPHVote hashtagHalalan2022 hashtagTheFilipinoVotes,"['election', 'silence', 'will', 'be', 'effective', 'in', '20', 'minutes', 'yall', 'philippines', 'hashtagphvote', 'hashtaghalalan2022', 'hashtagthefilipinovotes']","election, silence, effective, minute, yall, philippine, hashtagphvote, hashtagthefilipinovotes",0.03611111111111111,0.009027777777777777,0.3333333333333333,Positive,0.732,Positive
Christian Bautista is also present in the event serenading the attendees postmiting de avance hashtagHalalan2022,"['christian', 'bautista', 'is', 'also', 'present', 'in', 'the', 'event', 'serenading', 'the', 'attendees', 'postmiting', 'de', 'avance', 'hashtaghalalan2022']","christian, bautista, event, serenading, attendee, postmiting, avance",0.009615384615384616,0.0,0.3076923076923077,Positive,0.659,Positive
LOOK Kakampinks also used their placards to represent several groups that are for the RobredoPangilinan tandem hashtagHalalan2022 via,"['look', 'kakampinks', 'also', 'used', 'their', 'placards', 'to', 'represent', 'several', 'groups', 'that', 'are', 'for', 'the', 'robredopangilinan', 'tandem', 'hashtaghalalan2022', 'via']","kakampinks, placard, represent, group, robredopangilinan, tandem",0.00984848484848485,0.0,0.36363636363636365,Positive,0.659,Positive
For the first time KathNiel joins LeniKiko rally hashtagHalalan2022,"['for', 'the', 'first', 'time', 'kathniel', 'joins', 'lenikiko', 'rally', 'hashtaghalalan2022']","time, kathniel, join, lenikiko, rally",0.016203703703703703,0.008333333333333333,0.3333333333333333,Positive,0.007,Neutral
Grand finale of hashtagLeniRobredo campaign in Makati Was not able to see the main stagedespite 2 hours of walking face_with_tears_of_joy Never see this big crowd before Its bigger then Bersih 4 hashtagHalalan2022,"['grand', 'finale', 'of', 'hashtaglenirobredo', 'campaign', 'in', 'makati', 'was', 'not', 'able', 'to', 'see', 'the', 'main', 'stagedespite', '2', 'hours', 'of', 'walking', 'face_with_tears_of_joy', 'never', 'see', 'this', 'big', 'crowd', 'before', 'its', 'bigger', 'then', 'bersih', '4', 'hashtaghalalan2022']","grand, finale, hashtaglenirobredo, campaign, makati, main, stagedespite, hour, walking, face_with_tears_of_joy, big, crowd, bigger, bersih",0.03225243801224193,0.012579105716360619,0.3333333333333333,Positive,0.418,Positive
BenBen now takes the stage starting their set with Pagtingin one of their classics hashtagHalalan2022,"['benben', 'now', 'takes', 'the', 'stage', 'starting', 'their', 'set', 'with', 'pagtingin', 'one', 'of', 'their', 'classics', 'hashtaghalalan2022']","benben, take, stage, starting, set, pagtingin, classic",0.027551819095936743,0.007514625896978839,0.38461538461538464,Positive,0.418,Positive
My final live report for in the campaign season Supporters of VP made a strong show of force on the last day of the campaign The 750000strong crowd capped the historic 3month campaign run hopefully translating to votes on hashtagHalalan2022,"['my', 'final', 'live', 'report', 'for', 'in', 'the', 'campaign', 'season', 'supporters', 'of', 'vice_president', 'made', 'a', 'strong', 'show', 'of', 'force', 'on', 'the', 'last', 'day', 'of', 'the', 'campaign', 'the', '750000strong', 'crowd', 'capped', 'the', 'historic', '3month', 'campaign', 'run', 'hopefully', 'translating', 'to', 'votes', 'on', 'hashtaghalalan2022']","final, live, report, campaign, season, supporter, vice_president, strong, force, day, campaign, strong, crowd, capped, historic, month, campaign, translating, vote",0.03118708283181967,0.017065825947404897,0.5135135135135135,Positive,0.418,Positive
Moonstar88 performs their own rendition of Rosas one of the songs for the LeniKiko campaign hashtagHalalan2022,"['moonstar88', 'performs', 'their', 'own', 'rendition', 'of', 'rosas', 'one', 'of', 'the', 'songs', 'for', 'the', 'lenikiko', 'campaign', 'hashtaghalalan2022']","moonstar, performs, rendition, rosa, song, lenikiko, campaign",0.002403846153846154,0.004807692307692308,0.38461538461538464,Negative,0.221,Positive
Must watch Philippine Center for Investigative Journalism short video about Marcos social mediadriven brand rehabilitation versus Lenis inspiring grassroots campaign hashtagHalalan2022 hashtagEleksyon2022 backhand_index_pointing_right_medium_skin_tone,"['must', 'watch', 'philippine', 'center', 'for', 'investigative', 'journalism', 'short', 'video', 'about', 'marcos', 'social', 'mediadriven', 'brand', 'rehabilitation', 'versus', 'lenis', 'inspiring', 'grassroots', 'campaign', 'hashtaghalalan2022', 'hashtageleksyon2022', 'backhand_index_pointing_right_medium_skin_tone']","watch, philippine, center, investigative, journalism, short, video, marcos, social, mediadriven, brand, rehabilitation, versus, lenis, inspiring, grassroots, campaign, backhand_index_pointing_right_medium_skin_tone",0.009013804518462905,0.01114761791004027,0.37142857142857144,Negative,0.652,Positive
WATCH The pink crowd goes wild as the host announces the crowd estimate 750000 hashtagHalalan2022,"['watch', 'the', 'pink', 'crowd', 'goes', 'wild', 'as', 'the', 'host', 'announces', 'the', 'crowd', 'estimate', '750000', 'hashtaghalalan2022']","watch, pink, crowd, wild, host, announces, crowd, estimate",0.024701932054873234,0.021250481544599187,0.5333333333333333,Positive,0.5,Positive
hashtagHalalan2022 hashtagEleksyon2022 hashtagPHVote2022 Prepared by Yelena Castaares Ronan Colin Co and Kimberly Ng Follow Todays Carolinian on Instagram,"['hashtaghalalan2022', 'hashtageleksyon2022', 'hashtagphvote2022', 'prepared', 'by', 'yelena', 'castaares', 'ronan', 'colin', 'co', 'and', 'kimberly', 'ng', 'follow', 'todays', 'carolinian', 'on', 'instagram']","hashtagphvote, prepared, yelena, castaares, ronan, colin, kimberly, follow, today, carolinian, instagram",0.011814574314574314,0.0,0.19047619047619047,Positive,0.659,Positive
Candidates are rushing to woo voters in the hopes of punching in the numbers for hashtagHalalan2022 But more than just statistics voters have stories and aspirations for the nation READ Story and photos by JAnn Avila and Guinevere Latoza,"['candidates', 'are', 'rushing', 'to', 'woo', 'voters', 'in', 'the', 'hopes', 'of', 'punching', 'in', 'the', 'numbers', 'for', 'hashtaghalalan2022', 'but', 'more', 'than', 'just', 'statistics', 'voters', 'have', 'stories', 'and', 'aspirations', 'for', 'the', 'nation', 'read', 'story', 'and', 'photos', 'by', 'jann', 'avila', 'and', 'guinevere', 'latoza']","candidate, rushing, woo, voter, hope, punching, number, statistic, voter, story, aspiration, nation, read, story, photo, jann, avila, guinevere, latoza",0.014744523935700405,0.009345742801625154,0.43243243243243246,Positive,0.672,Positive
NatSit There are two days left before voting day for hashtagHalalan2022when each Filipino must choose a maximum of 12 candidates to support in their Senate bid Outlined below are the stances of some of the senatoriables on the countrys most critical issues,"['natsit', 'there', 'are', 'two', 'days', 'left', 'before', 'voting', 'day', 'for', 'hashtaghalalan2022when', 'each', 'filipino', 'must', 'choose', 'a', 'maximum', 'of', '12', 'candidates', 'to', 'support', 'in', 'their', 'senate', 'bid', 'outlined', 'below', 'are', 'the', 'stances', 'of', 'some', 'of', 'the', 'senatoriables', 'on', 'the', 'countrys', 'most', 'critical', 'issues']","natsit, day, left, voting, day, hashtaghalalanwhen, filipino, choose, maximum, candidate, support, senate, bid, outlined, stance, senatoriables, country, critical, issue",0.01750778782028782,0.010923057798057799,0.43243243243243246,Positive,0.652,Positive
WATCH Confetti shower fireworks display as miting de avance of Aksyon Demokratiko standard bearer Isko Moreno Domagoso his hashtagHalalan2022 slate in Moriones Tondo ends via,"['watch', 'confetti', 'shower', 'fireworks', 'display', 'as', 'miting', 'de', 'avance', 'of', 'aksyon', 'demokratiko', 'standard', 'bearer', 'isko', 'moreno', 'domagoso', 'his', 'hashtaghalalan2022', 'slate', 'in', 'moriones', 'tondo', 'ends', 'via']","watch, confetti, shower, firework, display, miting, avance, aksyon, demokratiko, standard, bearer, isko, moreno, domagoso, slate, moriones, tondo, end",0.005291583416583417,0.002222777222777223,0.2571428571428571,Positive,0.583,Positive
As if about to enter the ring for a boxing bout Pacquiao capped his miting de avance speech by raising both his arms and eventually putting his right hand to his heart while being rained by confetti hashtagHalalan2022 via,"['as', 'if', 'about', 'to', 'enter', 'the', 'ring', 'for', 'a', 'boxing', 'bout', 'pacquiao', 'capped', 'his', 'miting', 'de', 'avance', 'speech', 'by', 'raising', 'both', 'his', 'arms', 'and', 'eventually', 'putting', 'his', 'right', 'hand', 'to', 'his', 'heart', 'while', 'being', 'rained', 'by', 'confetti', 'hashtaghalalan2022', 'via']","enter, ring, boxing, bout, pacquiao, capped, miting, avance, speech, raising, arm, eventually, putting, hand, heart, rained, confetti",0.010343862007168457,0.01233351661779081,0.42045454545454547,Negative,0.556,Positive
No campaigning tomorrow get your politics fix here Listen up the hashtagPhilippines election hashtagHalalan2022 thru the human rights lens co hashtagpodcast hashtagadvocate,"['no', 'campaigning', 'tomorrow', 'get', 'your', 'politics', 'fix', 'here', 'listen', 'up', 'the', 'hashtagphilippines', 'election', 'hashtaghalalan2022', 'thru', 'the', 'human', 'rights', 'lens', 'co', 'hashtagpodcast', 'hashtagadvocate']","campaigning, tomorrow, politics, listen, hashtagphilippines, election, human, right, lens, hashtagpodcast, hashtagadvocate",0.02294973544973545,0.002976190476190476,0.38095238095238093,Positive,0.556,Positive
What can people expect from a Marcos Jr presidency hashtagHalalan2022,"['what', 'can', 'people', 'expect', 'from', 'a', 'marcos', 'junior', 'presidency', 'hashtaghalalan2022']","people, expect, marcos, junior, presidency",0.02513227513227513,0.029100529100529102,0.4444444444444444,Negative,0.659,Positive
Firehose of disinformation floods runup to election hashtagHalalan2022,"['firehose', 'of', 'disinformation', 'floods', 'runup', 'to', 'election', 'hashtaghalalan2022']","firehose, disinformation, flood, runup, election",0.020833333333333332,0.008333333333333333,0.4444444444444444,Positive,0.659,Positive
Temperature scanners signage and tents have been set up inside and outside Tenement Elementary School in Taguig It is the school with the most number of voters hashtagHalalan2022,"['temperature', 'scanners', 'signage', 'and', 'tents', 'have', 'been', 'set', 'up', 'inside', 'and', 'outside', 'tenement', 'elementary', 'school', 'in', 'taguig', 'it', 'is', 'the', 'school', 'with', 'the', 'most', 'number', 'of', 'voters', 'hashtaghalalan2022']","temperature, scanner, signage, tent, set, inside, tenement, elementary, school, taguig, school, number, voter",0.015349673202614376,0.015526143790849673,0.475,Negative,0.713,Positive
hashtagHalalan2022 the official SPU National Elections Zine is OUT NOW fire Read through each of the candidates stances on pressing matters Familiarize yourselves with a comprehensive overview of their backgrounds achievements and qualifications magnifying_glass_tilted_right,"['hashtaghalalan2022', 'the', 'official', 'spu', 'national', 'elections', 'zine', 'is', 'out', 'now', 'fire', 'read', 'through', 'each', 'of', 'the', 'candidates', 'stances', 'on', 'pressing', 'matters', 'familiarize', 'yourselves', 'with', 'a', 'comprehensive', 'overview', 'of', 'their', 'backgrounds', 'achievements', 'and', 'qualifications', 'magnifying_glass_tilted_right']","official, spu, national, election, zine, read, candidate, stance, pressing, matter, familiarize, comprehensive, overview, background, achievement, qualification, magnifying_glass_tilted_right",0.0147881122145828,0.005466075319016496,0.42045454545454547,Positive,0.659,Positive
